split,city,sample_id,image_path,label_path,instance_path,person_pixels,car_pixels,motorcycle_pixels,person_instances,car_instances,motorcycle_instances,has_all_three,passes_minimum,passes_ratio,selection_tier,selection_tier_name,person_ratio,car_ratio,motorcycle_ratio,total_target_pixels,balance_error,balance_score,quantity_score,instance_score,total_area_score,motorcycle_ratio_score,score
train,strasbourg,strasbourg_000000_033129,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000000_033129_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_033129_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_033129_gtFine_instanceIds.png",63801,99465,11920,12,11,3,True,True,False,2,Tier 2 - Strong quantities,0.36419006084961125,0.5677679723265557,0.06804196682383296,175186,0.13195803317616703,0.8680419668238329,1.0,1.0,1.0,0.3402098341191648,91.42272784354914
train,tubingen,tubingen_000108_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000108_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000108_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000108_000019_gtFine_instanceIds.png",51797,53021,11821,16,5,1,True,True,False,2,Tier 2 - Strong quantities,0.4440795960184844,0.4545735131474035,0.1013468908341121,116639,0.1440795960184844,0.8559204039815156,1.0,0.7469007910928608,1.0,0.5067344541705604,87.97400029650633
train,hanover,hanover_000000_027390,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_027390_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_027390_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_027390_gtFine_instanceIds.png",33956,317368,96312,28,3,5,True,True,False,2,Tier 2 - Strong quantities,0.07585627608145905,0.7089867660331162,0.21515695788542477,447636,0.22414372391854093,0.7758562760814591,1.0,0.7937005259840998,1.0,1.0,87.93975893301987
train,hamburg,hamburg_000000_099902,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_099902_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_099902_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_099902_gtFine_instanceIds.png",47240,36766,11994,98,13,1,True,True,False,2,Tier 2 - Strong quantities,0.4920833333333333,0.38297916666666665,0.1249375,96000,0.19208333333333333,0.8079166666666666,1.0,0.7937005259840998,1.0,0.6246875,87.34561205642817
train,bremen,bremen_000085_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bremen\bremen_000085_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000085_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000085_000019_gtFine_instanceIds.png",31157,20305,14291,5,7,1,True,True,False,2,Tier 2 - Strong quantities,0.4738491019421167,0.3088072027131842,0.2173436953446991,65753,0.19119279728681582,0.8088072027131842,0.8779987811955368,0.7937005259840998,1.0,1.0,85.59775943415498
train,darmstadt,darmstadt_000062_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\darmstadt\darmstadt_000062_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000062_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000062_000019_gtFine_instanceIds.png",37231,113485,110653,2,11,1,True,True,False,2,Tier 2 - Strong quantities,0.14244612023614123,0.43419456783321664,0.42335931193064213,261369,0.22335931193064212,0.7766406880693579,1.0,0.6299605249474366,1.0,1.0,85.51503539698587
train,aachen,aachen_000089_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000089_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000089_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000089_000019_gtFine_instanceIds.png",12315,310794,65985,14,4,7,True,True,False,2,Tier 2 - Strong quantities,0.031650449505774954,0.7987632808524419,0.16958626964178322,389094,0.29876328085244186,0.7012367191475581,1.0,0.8735804647362989,1.0,0.847931348208916,85.39283247799139
train,stuttgart,stuttgart_000182_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000182_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000182_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000182_000019_gtFine_instanceIds.png",57069,38206,128736,32,8,8,True,True,False,2,Tier 2 - Strong quantities,0.2547598109021432,0.17055412457423966,0.5746860645236171,224011,0.3746860645236171,0.6253139354763829,1.0,1.0,1.0,1.0,85.01255741905533
val,munster,munster_000040_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\munster\munster_000040_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000040_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000040_000019_gtFine_instanceIds.png",88224,31655,28093,11,6,1,True,True,False,2,Tier 2 - Strong quantities,0.5962209066580164,0.21392560754737383,0.18985348579460978,147972,0.2962209066580164,0.7037790933419836,1.0,0.7937005259840998,1.0,0.9492674289730488,84.80300876830609
train,hanover,hanover_000000_026804,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_026804_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_026804_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_026804_gtFine_instanceIds.png",61170,112423,6165,10,9,5,True,True,False,2,Tier 2 - Strong quantities,0.34029083545655825,0.6254130553299436,0.03429610921349815,179758,0.16570389078650188,0.8342961092134982,0.8510943229322572,1.0,1.0,0.17148054606749072,84.76207678684509
val,frankfurt,frankfurt_000001_064130,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_064130_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_064130_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_064130_gtFine_instanceIds.png",11841,64721,109402,4,9,4,True,True,False,2,Tier 2 - Strong quantities,0.06367361424791895,0.3480297261835624,0.5882966595685186,185964,0.3882966595685186,0.6117033404314813,1.0,1.0,1.0,1.0,84.46813361725926
train,strasbourg,strasbourg_000000_028822,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000000_028822_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_028822_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_028822_gtFine_instanceIds.png",85258,71441,9296,28,14,1,True,True,False,2,Tier 2 - Strong quantities,0.5136178800566282,0.43038043314557667,0.05600168679779512,165995,0.21361788005662824,0.7863821199433718,0.9759600449468201,0.7937005259840998,1.0,0.28000843398897557,84.03963620584585
train,hamburg,hamburg_000000_053886,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_053886_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_053886_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_053886_gtFine_instanceIds.png",64643,53100,8719,24,7,1,True,True,False,2,Tier 2 - Strong quantities,0.5111654093719853,0.4198889785073777,0.06894561212063703,126462,0.21116540937198527,0.7888345906280148,0.9553347145036838,0.7937005259840998,1.0,0.3447280606031851,83.84257325300854
train,hamburg,hamburg_000000_054029,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_054029_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_054029_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_054029_gtFine_instanceIds.png",86413,123782,5140,58,15,2,True,True,False,2,Tier 2 - Strong quantities,0.40129565560638075,0.574834560104024,0.023869784289595283,215335,0.17613021571040474,0.8238697842895952,0.8010403132656571,1.0,1.0,0.11934892144797642,82.58274537679341
train,strasbourg,strasbourg_000001_049776,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_049776_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_049776_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_049776_gtFine_instanceIds.png",27967,178360,9392,7,14,2,True,True,False,2,Tier 2 - Strong quantities,0.1296455110583676,0.8268163675893175,0.043538121352314815,215719,0.32681636758931754,0.6731836324106825,0.979308133073873,1.0,1.0,0.21769060676157406,82.39504232245136
train,jena,jena_000076_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\jena\jena_000076_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\jena\jena_000076_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\jena\jena_000076_000019_gtFine_instanceIds.png",39040,97716,6153,18,4,2,True,True,False,2,Tier 2 - Strong quantities,0.2731808353567655,0.6837637937428713,0.04305537090036317,142909,0.18376379374287133,0.8162362062571287,0.8505417538284243,0.8735804647362989,1.0,0.21527685450181583,82.34579210869144
train,erfurt,erfurt_000056_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\erfurt\erfurt_000056_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\erfurt\erfurt_000056_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\erfurt\erfurt_000056_000019_gtFine_instanceIds.png",140819,209915,5281,9,7,2,True,True,False,2,Tier 2 - Strong quantities,0.3955423226549443,0.5896240326952517,0.014833644649804082,356015,0.18516635535019596,0.814833644649804,0.80829902666129,1.0,1.0,0.0741682232490204,82.21315770207596
train,zurich,zurich_000017_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000017_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000017_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000017_000019_gtFine_instanceIds.png",15019,26182,47917,4,3,2,True,True,False,2,Tier 2 - Strong quantities,0.1685293655602684,0.29379025561614935,0.5376803788235822,89118,0.33768037882358226,0.6623196211764177,0.9556389767524276,0.7937005259840998,1.0,1.0,82.06746203939105
train,cologne,cologne_000092_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\cologne\cologne_000092_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000092_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000092_000019_gtFine_instanceIds.png",13129,146496,15503,4,16,1,True,True,False,2,Tier 2 - Strong quantities,0.0749680233886072,0.8365081540359052,0.08852382257548765,175128,0.33650815403590517,0.6634918459640948,1.0,0.7937005259840998,1.0,0.4426191128774382,80.65827729271248
train,hamburg,hamburg_000000_081299,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_081299_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_081299_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_081299_gtFine_instanceIds.png",60090,175329,6892,24,18,1,True,True,False,2,Tier 2 - Strong quantities,0.2479870909698693,0.7235701226935632,0.02844278633656747,242311,0.22357012269356324,0.7764298773064368,0.8833139507633402,0.7937005259840998,1.0,0.14221393168283733,80.17319116333336
train,bremen,bremen_000221_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bremen\bremen_000221_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000221_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000221_000019_gtFine_instanceIds.png",15507,230888,10867,13,17,2,True,True,False,2,Tier 2 - Strong quantities,0.06027707162348112,0.8974819444768368,0.04224098389968203,257262,0.3974819444768368,0.6025180555231632,1.0,1.0,1.0,0.21120491949841017,80.15674681841858
train,darmstadt,darmstadt_000058_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\darmstadt\darmstadt_000058_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000058_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000058_000019_gtFine_instanceIds.png",67270,513421,37006,2,10,4,True,True,False,2,Tier 2 - Strong quantities,0.10890452762438542,0.8311858403068171,0.059909632068797486,617697,0.33118584030681714,0.6688141596931829,1.0,0.7937005259840998,1.0,0.2995481603439874,80.15581507920876
train,tubingen,tubingen_000109_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000109_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000109_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000109_000019_gtFine_instanceIds.png",30410,28253,4993,8,3,2,True,True,False,2,Tier 2 - Strong quantities,0.47772401658916674,0.4438387583260023,0.07843722508483096,63656,0.17772401658916676,0.8222759834108333,0.7776215608178533,0.7937005259840998,1.0,0.39218612542415476,80.0861246778512
train,aachen,aachen_000009_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000009_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000009_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000009_000019_gtFine_instanceIds.png",19544,28377,3522,5,9,1,True,True,False,2,Tier 2 - Strong quantities,0.3799156347802422,0.5516202398771456,0.06846412534261222,51443,0.1315358746573878,0.8684641253426122,0.693231346459216,0.7937005259840998,1.0,0.34232062671306107,79.15261643080778
train,hanover,hanover_000000_026356,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_026356_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_026356_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_026356_gtFine_instanceIds.png",54883,66765,4256,14,10,1,True,True,False,2,Tier 2 - Strong quantities,0.4359114881179311,0.5302849790316432,0.03380353285042572,125904,0.1661964671495743,0.8338035328504256,0.7522009422271212,0.7937005259840998,1.0,0.16901766425212858,78.66876579185279
train,ulm,ulm_000018_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\ulm\ulm_000018_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000018_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\ulm\ulm_000018_000019_gtFine_instanceIds.png",48242,63538,4109,11,16,1,True,True,False,2,Tier 2 - Strong quantities,0.41627764498787634,0.5482660131677726,0.03545634184435106,115889,0.16454365815564892,0.835456341844351,0.7434390692400666,0.7937005259840998,1.0,0.17728170922175526,78.51334218684633
train,monchengladbach,monchengladbach_000000_011383,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\monchengladbach\monchengladbach_000000_011383_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\monchengladbach\monchengladbach_000000_011383_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\monchengladbach\monchengladbach_000000_011383_gtFine_instanceIds.png",66656,34421,7834,7,5,1,True,True,False,2,Tier 2 - Strong quantities,0.612022660704612,0.31604704758931607,0.07193029170607193,108911,0.312022660704612,0.6879773392953881,0.921851972038012,0.7469007910928608,1.0,0.3596514585303596,78.17642189200058
train,monchengladbach,monchengladbach_000000_018720,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\monchengladbach\monchengladbach_000000_018720_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\monchengladbach\monchengladbach_000000_018720_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\monchengladbach\monchengladbach_000000_018720_gtFine_instanceIds.png",26459,23059,4590,8,3,2,True,True,False,2,Tier 2 - Strong quantities,0.48900347453241666,0.4261661861462261,0.08483033932135728,54108,0.18900347453241667,0.8109965254675833,0.7066059661678327,0.7937005259840998,1.0,0.42415169660678637,77.66430637653374
train,hanover,hanover_000000_038927,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_038927_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_038927_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_038927_gtFine_instanceIds.png",35544,22215,6415,46,10,1,True,True,False,2,Tier 2 - Strong quantities,0.553869168198959,0.34616823012434944,0.09996260167669149,64174,0.25386916819895905,0.7461308318010409,0.7802622118645227,0.7937005259840998,1.0,0.49981300838345744,77.6576725596561
train,darmstadt,darmstadt_000051_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\darmstadt\darmstadt_000051_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000051_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\darmstadt\darmstadt_000051_000019_gtFine_instanceIds.png",15826,124057,8479,7,5,1,True,True,False,2,Tier 2 - Strong quantities,0.10667151966136881,0.8361777274504253,0.057150752888205876,148362,0.3361777274504253,0.6638222725495747,0.9464874906105499,0.7469007910928608,1.0,0.28575376444102935,77.57979630889756
